car_name,brand,model,avg_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price_log,vehicle_age_log,km_driven_log,mileage_log,engine_log,max_power_log,seats_log,selling_price_log
Maruti Swift,Maruti,Swift,7.7467155,8,100000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5,3.5,2.1686782636910547,2.1972245773362196,11.51293546492023,3.173878442976388,7.130098510125578,4.31748811353631,1.791759469228055,1.5040773967762742
Maruti Alto,Maruti,Alto,4.2,6,90145.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5,2.9,1.6486585889075995,1.9459101490553132,11.409185857153442,3.1671613795403326,6.680854678790215,3.877431544862679,1.791759469228055,1.360976577588788
Maruti Alto,Maruti,Alto,4.112027,10,70000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5,1.8,1.6315960316686866,2.3978952727983707,11.156264806643742,3.087399465560378,6.906754778648554,4.2209771907490214,1.791759469228055,1.0296194001512595
Maruti Swift,Maruti,Swift,7.7467155,10,225000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5,3.25,2.1686782636910547,2.3978952727983707,12.323860125621126,3.173878442976388,7.130098510125578,4.31748811353631,1.791759469228055,1.4469189829363254
Renault KWID,Renault,KWID,5.27,3,15300.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5,4.11,1.835776351602806,1.3862943611198906,9.635673464721814,3.178470419765933,6.907755278982137,4.219507705176107,1.791759469228055,1.631199430343676
Hyundai Elantra,Hyundai,Elantra,23.875,5,29000.0,Dealer,Diesel,Automatic,19.5,1582.0,126.24,5,13.51,3.2138632830446565,1.791759469228055,10.275085591132715,3.0204248861443626,7.367077059881012,4.846075050091958,1.791759469228055,2.674838082670172
Maruti Ciaz,Maruti,Ciaz,11.595719,6,78000.0,Dealer,Diesel,Manual,26.21,1248.0,88.5,5,5.75,2.5333570211124274,1.9459101490553132,11.264476926102367,3.3035845191484308,7.130098510125578,4.4942386252808095,1.791759469228055,1.9095425048844386
Honda City,Honda,City,16.2,7,63351.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,5.79,2.844909428176351,2.0794415416798357,11.056461755890249,3.295836866004329,7.312553498102598,4.6011621492704835,1.791759469228055,1.9154509359524938
Datsun GO,Datsun,GO,6.39,5,50000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7,3.5,2.0001277168932083,1.791759469228055,10.819798284210286,3.0174937914635667,7.089243155027514,4.219507705176107,2.0794415416798357,1.5040773967762742
Honda Jazz,Honda,Jazz,10.21,6,41000.0,Dealer,Petrol,Automatic,19.0,1199.0,88.7,5,6.15,2.41680624048701,1.9459101490553132,10.62135173563291,2.995732273553991,7.090076835776092,4.496470735042924,1.791759469228055,1.9671123700440185
Hyundai Grand,Hyundai,Grand,7.23,4,29000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5,5.21,2.1077860170065343,1.6094379124341003,10.275085591132715,2.9907197125611136,7.088408778675395,4.417152444015314,1.791759469228055,1.826160902088217
Hyundai Verna,Hyundai,Verna,15.48,9,67000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5,5.35,2.8021474967044036,2.302585092994046,11.112462823634855,3.1493113483958517,7.367077059881012,4.846703600016973,1.791759469228055,1.848454797886107
Renault KWID,Renault,KWID,5.27,4,11000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5,4.0,1.835776351602806,1.6094379124341003,9.305741456739435,3.2204745827944907,6.907755278982137,4.219507705176107,1.791759469228055,1.6094379124341003
Mahindra KUV,Mahindra,KUV,7.725,4,42000.0,Dealer,Petrol,Manual,18.15,1198.0,82.0,6,4.75,2.166192457158126,1.6094379124341003,10.645448706505872,2.952302695706565,7.089243155027514,4.418840607796598,1.9459101490553132,1.749199854809259
Hyundai i20,Hyundai,i20,10.81,7,46500.0,Dealer,Petrol,Manual,18.5,1197.0,82.9,5,4.25,2.468946665739897,2.0794415416798357,10.747229096720554,2.970414465569701,7.088408778675395,4.429625631660037,1.791759469228055,1.6582280766035324
Maruti Wagon R,Maruti,Wagon R,6.185586,8,40200.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5,3.25,1.972077071619162,2.1972245773362196,10.601647149919609,2.9907197125611136,6.906754778648554,4.2209771907490214,1.791759469228055,1.4469189829363254
Ford Ecosport,Ford,Ecosport,11.975,4,94500.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5,7.75,2.563024458452316,1.6094379124341003,11.456365695436427,3.122364958097024,7.312553498102598,4.6047700968078145,1.791759469228055,2.169053700369523
Hyundai i20,Hyundai,i20,10.575,8,26000.0,Individual,Petrol,Manual,18.5,1197.0,82.85,5,3.55,2.448847583494124,2.1972245773362196,10.165890277802454,2.970414465569701,7.088408778675395,4.429029470071496,1.791759469228055,1.5151272224829215
Maruti Wagon R,Maruti,Wagon R,6.14,7,135975.0,Dealer,CNG,Manual,33.54,998.0,67.04,5,2.95,1.9657127576519964,2.0794415416798357,11.820233678557187,3.5421180992248247,6.906754778648554,4.2200957809833834,1.791759469228055,1.3737155909848573
Hyundai Grand,Hyundai,Grand,7.23,4,21000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5,5.5,2.1077860170065343,1.6094379124341003,9.952325334619427,2.9907197125611136,7.088408778675395,4.418840607796598,1.791759469228055,1.8718021769015913
Honda Amaze,Honda,Amaze,10.425,6,44000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5,6.0,2.4358039534747857,1.9459101490553132,10.691967639914864,3.2884018590489204,7.312553498102598,4.6011621492704835,1.791759469228055,1.9459101490553132
Hyundai i20,Hyundai,i20,10.810042,6,85000.0,Dealer,Diesel,Manual,21.27,1396.0,88.76,5,6.3,2.4689502187961105,1.9459101490553132,11.350418300109132,3.1032405018244478,7.242082359256962,4.497139465573745,1.791759469228055,1.9878743742824085
Maruti Wagon R,Maruti,Wagon R,6.185586,5,64000.0,Dealer,Petrol,Manual,20.52,1197.0,81.8,5,3.39,1.972077071619162,1.791759469228055,11.06665398721974,3.0689827565651293,7.088408778675395,4.416428098248192,1.791759469228055,1.479329250983247
Honda City,Honda,City,14.945,4,54000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5,8.45,2.7691452813227433,1.6094379124341003,10.896757843893464,2.9444389791664403,7.311886164077165,4.77322379678111,1.791759469228055,2.2460147213220676
Toyota Innova,Toyota,Innova,24.86143,8,121000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8,8.95,3.252752639197715,2.1972245773362196,11.703554089007538,2.624668605984526,7.822044008185619,4.634728988229636,2.1972245773362196,2.297572532001168
Maruti Eeco,Maruti,Eeco,4.841232,2,46000.0,Dealer,CNG,Manual,21.94,1196.0,61.7,5,4.75,1.7649417031881587,1.0986122886681098,10.736418414365376,3.1328821349818528,7.087573705557973,4.138361459806968,1.791759469228055,1.749199854809259
Maruti Alto,Maruti,Alto,4.112027,10,72000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,1.85,1.6315960316686866,2.3978952727983707,11.184435286790631,3.0301337371283013,6.680854678790215,3.856510279368089,1.791759469228055,1.0473190026461232
Mahindra Scorpio,Mahindra,Scorpio,17.309855,4,35000.0,Dealer,Diesel,Automatic,15.4,2179.0,120.0,7,11.35,2.907439412584193,1.6094379124341003,10.463131911491967,2.797281311569803,7.687080155783135,4.795790545596741,2.0794415416798357,2.5136560939622226
Volkswagen Vento,Volkswagen,Vento,13.294659,8,50000.0,Dealer,Diesel,Manual,20.54,1598.0,103.6,5,4.75,2.659885947272234,2.1972245773362196,10.819798284210286,3.069911714231832,7.377133712833954,4.65014353704307,1.791759469228055,1.749199854809259
Honda WR-V,Honda,WR-V,10.77,4,44500.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5,6.4,2.4655539601645953,1.6094379124341003,10.703266939811954,2.917770732084279,7.090076835776092,4.496470735042924,1.791759469228055,2.001480013097615
Maruti Eeco,Maruti,Eeco,4.841232,4,73630.0,Dealer,CNG,Manual,15.1,1196.0,73.0,5,3.95,1.7649417031881587,1.6094379124341003,11.206821411691152,2.778819295684189,7.087573705557973,4.30406509320417,1.791759469228055,1.5993875862136728
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,8,47500.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5,6.25,2.2331784796930116,2.1972245773362196,10.768506042432708,3.194583116665151,7.130098510125578,4.31748811353631,1.791759469228055,1.9810014688665833
Honda City,Honda,City,15.192461,7,66852.0,Dealer,Diesel,Manual,25.1,1498.0,98.6,5,6.25,2.784545764401445,2.0794415416798357,11.110251458112545,3.261935328944346,7.312553498102598,4.6011621492704835,1.791759469228055,1.9810014688665833
Honda City,Honda,City,15.145,5,47592.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5,8.45,2.7816104325635163,1.791759469228055,10.770440970581772,2.9444389791664403,7.311886164077165,4.77322379678111,1.791759469228055,2.2460147213220676
Hyundai Creta,Hyundai,Creta,16.055,4,49000.0,Dealer,Petrol,Automatic,13.0,1591.0,121.3,5,10.95,2.8364434337642344,1.6094379124341003,10.799595985047786,2.6390573296152584,7.3727463664043285,4.806477067646175,1.791759469228055,2.4807312624164433
Hyundai i20,Hyundai,i20,10.575,9,36000.0,Individual,Petrol,Manual,18.5,1197.0,80.0,5,3.5,2.448847583494124,2.302585092994046,10.491301994830229,2.970414465569701,7.088408778675395,4.394449154672439,1.791759469228055,1.5040773967762742
Hyundai Elantra,Hyundai,Elantra,22.305,3,34000.0,Dealer,Petrol,Automatic,14.62,1999.0,149.92,5,13.75,3.148667942919567,1.3862943611198906,10.434145214930487,2.748552137084977,7.600902459542082,5.016749882963492,1.791759469228055,2.691243082785829
Toyota Innova,Toyota,Innova,24.67,5,125000.0,Dealer,Diesel,Manual,13.68,2393.0,147.8,8,16.65,3.2453229978551543,1.791759469228055,11.736077016252437,2.6864860439749103,7.780720886117918,5.002603142908116,2.1972245773362196,2.87073576176629
Toyota Innova,Toyota,Innova,24.625,3,20000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8,16.0,3.2435684374585723,1.3862943611198906,9.90353755128617,2.6864860439749103,7.780720886117918,5.002603142908116,2.1972245773362196,2.833213344056216
Maruti Celerio,Maruti,Celerio,5.9832554,4,22000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5,4.75,1.943515195778918,1.6094379124341003,9.99884318585288,3.1822118563252286,6.906754778648554,4.2200957809833834,1.791759469228055,1.749199854809259
Maruti Swift,Maruti,Swift,7.85,6,38000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5,4.85,2.180417448243857,1.9459101490553132,10.545367754151743,3.1354942159291497,7.088408778675395,4.416428098248192,1.791759469228055,1.76644164494164
Hyundai Grand,Hyundai,Grand,7.24,6,25000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,4.75,2.109000316144458,1.9459101490553132,10.12667110305036,2.9907197125611136,7.088408778675395,4.418840607796598,1.791759469228055,1.749199854809259
Maruti Swift,Maruti,Swift,7.7467155,8,195000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5,4.1,2.1686782636910547,2.1972245773362196,12.180759965737863,3.173878442976388,7.130098510125578,4.31748811353631,1.791759469228055,1.6292405210307834
Maruti Baleno,Maruti,Baleno,8.89,4,22000.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5,7.89,2.291524180348751,1.6094379124341003,9.99884318585288,3.091496905937363,7.088408778675395,4.416428098248192,1.791759469228055,2.1849270345073197
Maruti Ignis,Maruti,Ignis,7.0742984,4,33000.0,Dealer,Petrol,Automatic,20.89,1197.0,81.8,5,5.75,2.08868597763165,1.6094379124341003,10.404293143019792,3.086029883652105,7.088408778675395,4.416428098248192,1.791759469228055,1.9095425048844386
Maruti Ciaz,Maruti,Ciaz,11.73,2,5000.0,Dealer,Petrol,Manual,21.56,1462.0,103.25,5,8.3,2.5439613766098743,1.0986122886681098,8.517393171418904,3.1161784029570914,7.288244401020124,4.646791860678911,1.791759469228055,2.230014420668335
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,25000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5,8.7,2.2331784796930116,1.3862943611198906,10.12667110305036,3.380994661369475,7.130098510125578,4.317754699906558,1.791759469228055,2.272125865845949
Mahindra Scorpio,Mahindra,Scorpio,17.035,4,35373.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,9,9.75,2.8923143058948484,1.6094379124341003,10.473732365994739,2.797281311569803,7.599901959208498,4.795790545596741,2.302585092994046,2.3749057545736716
Hyundai Grand,Hyundai,Grand,7.24,7,56229.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,4.5,2.109000316144458,2.0794415416798357,10.937205701286247,2.9907197125611136,7.088408778675395,4.418840607796598,1.791759469228055,1.7047480922384253
Hyundai Grand,Hyundai,Grand,7.071195,7,71000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5,4.0,2.0883015661842848,2.0794415416798357,11.170449240431308,3.2188758248682006,7.02197642307216,4.2626798770413155,1.791759469228055,1.6094379124341003
Maruti Wagon R,Maruti,Wagon R,6.25,9,63000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5,2.95,1.9810014688665833,2.302585092994046,11.050905878263567,3.3032170013511957,6.906754778648554,4.080921554777451,1.791759469228055,1.3737155909848573
Mahindra Bolero,Mahindra,Bolero,9.77,5,120000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7,5.6,2.376764533671887,1.791759469228055,11.695255355062795,2.830857632612989,7.8336002236611035,4.144720745365251,2.0794415416798357,1.8870696345827689
Tata Tiago,Tata,Tiago,6.81,5,90000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5,4.0,2.0554049565250314,1.791759469228055,11.407576060361786,3.2124552632081076,7.090076835776092,4.442651256490317,1.791759469228055,1.6094379124341003
Maruti Swift,Maruti,Swift,7.7467155,9,100000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5,4.5,2.1686782636910547,2.302585092994046,11.51293546492023,3.380994661369475,7.130098510125578,4.31748811353631,1.791759469228055,1.7047480922384253
Maruti Wagon R,Maruti,Wagon R,6.295,8,40000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5,3.2,1.9871891924331375,2.1972245773362196,10.596659732783579,2.9907197125611136,6.906754778648554,4.2209771907490214,1.791759469228055,1.4350845366425882
Renault KWID,Renault,KWID,5.27,4,18000.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5,3.15,1.835776351602806,1.6094379124341003,9.798182590890704,3.178470419765933,6.907755278982137,4.219507705176107,1.791759469228055,1.4231083572227108
Hyundai Santro,Hyundai,Santro,6.39939,11,60000.0,Individual,Petrol,Manual,17.92,1086.0,62.1,5,1.75,2.001397594198908,2.4849066497880004,11.002116507732017,2.9402195676561815,6.99117688712121,4.144720745365251,1.791759469228055,1.0116009116784799
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,2,22000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5,9.0,2.2331784796930116,1.0986122886681098,9.99884318585288,3.380994661369475,7.130098510125578,4.317754699906558,1.791759469228055,2.302585092994046
Maruti Wagon R,Maruti,Wagon R,6.42,7,27000.0,Dealer,Petrol,Manual,21.5,1197.0,81.8,5,3.7,2.004179067461492,2.0794415416798357,10.203629181337648,3.1135153092103742,7.088408778675395,4.416428098248192,1.791759469228055,1.5475625188614843
Toyota Innova,Toyota,Innova,24.86143,10,118000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8,7.21,3.252752639197715,2.3978952727983707,11.678448377988165,2.624668605984526,7.822044008185619,4.634728988229636,2.1972245773362196,2.10535292811074
Maruti Ertiga,Maruti,Ertiga,10.457891,7,51000.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7,5.99,2.4386787034536006,2.0794415416798357,10.839600519357369,2.8343891500408605,7.2254814727822945,4.550713967966501,2.0794415416798357,1.9444805235015359
Ford Figo,Ford,Figo,7.4,10,44000.0,Dealer,Petrol,Manual,15.6,1196.0,70.0,5,2.51,2.1282317172025333,2.3978952727983707,10.691967639914864,2.8094027183426014,7.087573705557973,4.2626798770413155,1.791759469228055,1.2556160347607537
Ford Figo,Ford,Figo,7.645,11,90000.0,Individual,Petrol,Manual,15.6,1196.0,70.0,5,2.0,2.156981116928951,2.4849066497880004,11.407576060361786,2.8094027183426014,7.087573705557973,4.2626798770413155,1.791759469228055,1.0986122886681098
Honda City,Honda,City,14.945,8,61000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5,4.25,2.7691452813227433,2.1972245773362196,11.0186455364637,2.8903717578961645,7.311886164077165,4.77912349311153,1.791759469228055,1.6582280766035324
Hyundai Grand,Hyundai,Grand,7.071195,7,47985.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5,5.21,2.0883015661842848,2.0794415416798357,10.778664580680367,3.2188758248682006,7.02197642307216,4.2626798770413155,1.791759469228055,1.826160902088217
Hyundai i20,Hyundai,i20,11.25,8,167200.0,Individual,Diesel,Manual,21.27,1396.0,88.76,5,3.8,2.505525936990736,2.1972245773362196,12.026951960476097,3.1032405018244478,7.242082359256962,4.497139465573745,1.791759469228055,1.5686159079797377
Tata Tiago,Tata,Tiago,6.773722,3,9000.0,Dealer,Petrol,Automatic,23.84,1199.0,84.0,5,5.5,2.0507490936621897,1.3862943611198906,9.105090961257085,3.2124552632081076,7.090076835776092,4.442651256490317,1.791759469228055,1.8718021769015913
Toyota Innova,Toyota,Innova,24.86143,7,34000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7,11.95,3.252752639197715,2.0794415416798357,10.434145214930487,2.638342772317001,7.822044008185619,4.621043520125888,2.0794415416798357,2.561095773416986
Maruti Wagon R,Maruti,Wagon R,6.13,8,63000.0,Dealer,CNG,Manual,33.54,998.0,67.04,5,3.51,1.964311250476824,2.1972245773362196,11.050905878263567,3.5421180992248247,6.906754778648554,4.2200957809833834,1.791759469228055,1.5062971514000099
Maruti Swift,Maruti,Swift,7.7467155,4,58832.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5,6.75,2.1686782636910547,1.6094379124341003,10.98245820094895,3.2657594398868772,7.130098510125578,4.31748811353631,1.791759469228055,2.0476928433652555
Maruti Ertiga,Maruti,Ertiga,10.615,7,34200.0,Individual,Petrol,Manual,16.02,1373.0,93.7,7,5.75,2.452297346516661,2.0794415416798357,10.440010162389305,2.8343891500408605,7.2254814727822945,4.550713967966501,2.0794415416798357,1.9095425048844386
Maruti SwiftDzire,Maruti,SwiftDzire,8.62,11,90000.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5,2.75,2.2638442527814697,2.4849066497880004,11.407576060361786,2.917770732084279,7.1693500166706,4.463606656824804,1.791759469228055,1.3217558399823195
Maruti Wagon R,Maruti,Wagon R,6.42,8,43779.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5,3.2,2.004179067461492,2.1972245773362196,10.686932371076853,3.0685179539203564,6.906754778648554,4.2200957809833834,1.791759469228055,1.4350845366425882
Toyota Innova,Toyota,Innova,24.86143,9,75000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,8,8.3,3.252752639197715,2.302585092994046,11.225256725762893,2.638342772317001,7.822044008185619,4.61512051684126,2.1972245773362196,2.230014420668335
Maruti Wagon R,Maruti,Wagon R,6.3,5,72829.0,Dealer,Petrol,Automatic,21.79,998.0,67.05,5,4.0,1.9878743742824085,1.791759469228055,11.19588323721196,3.12632188342992,6.906754778648554,4.220242773943291,1.791759469228055,1.6094379124341003
Maruti Alto,Maruti,Alto,4.112027,11,67789.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,1.75,1.6315960316686866,2.4849066497880004,11.124169970425012,3.0301337371283013,6.680854678790215,3.856510279368089,1.791759469228055,1.0116009116784799
Hyundai i20,Hyundai,i20,10.810042,5,23000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,5.75,2.4689502187961105,1.791759469228055,10.043292972227004,2.9755295856992126,7.088408778675395,4.41679033671635,1.791759469228055,1.9095425048844386
Maruti Alto,Maruti,Alto,4.112027,4,15798.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5,3.65,1.6315960316686866,1.6094379124341003,9.66770192587285,3.2168738527762626,6.906754778648554,4.220242773943291,1.791759469228055,1.5368672401083898
Maruti S-Presso,Maruti,S-Presso,5.0254545,2,3000.0,Individual,Petrol,Manual,21.7,998.0,67.0,5,4.32,1.7959929157311925,1.0986122886681098,8.006700845440367,3.122364958097024,6.906754778648554,4.219507705176107,1.791759469228055,1.6714733356207285
Honda City,Honda,City,14.945,10,59000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5,3.45,2.7691452813227433,2.3978952727983707,10.985309671896763,2.8903717578961645,7.311886164077165,4.77912349311153,1.791759469228055,1.4929041068935907
Renault KWID,Renault,KWID,4.775,5,25000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5,2.7,1.7535382729216982,1.791759469228055,10.12667110305036,3.264613719457375,6.684611727667927,3.994524212889439,1.791759469228055,1.3083328325376695
Hyundai Santro,Hyundai,Santro,6.435,2,19000.0,Dealer,Petrol,Automatic,20.3,1086.0,68.0,5,5.75,2.0061985722160243,1.0986122886681098,9.852246888342531,3.058707036896625,6.99117688712121,4.23410650459726,1.791759469228055,1.9095425048844386
Honda Jazz,Honda,Jazz,10.077314,3,14000.0,Dealer,Petrol,Automatic,19.0,1199.0,88.7,5,7.75,2.4048992671766634,1.3862943611198906,9.546884034617925,2.995732273553991,7.090076835776092,4.496470735042924,1.791759469228055,2.169053700369523
Hyundai i20,Hyundai,i20,10.565,3,31868.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,6.99,2.4479832594000728,1.3862943611198906,10.369389029448124,2.9755295856992126,7.088408778675395,4.41679033671635,1.791759469228055,2.0781907311321457
Maruti Baleno,Maruti,Baleno,8.78,4,41526.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5,6.75,2.2803394567431665,1.6094379124341003,10.634099097078431,3.091496905937363,7.088408778675395,4.416428098248192,1.791759469228055,2.0476928433652555
Maruti Eeco,Maruti,Eeco,5.045,10,34304.0,Dealer,Petrol,Manual,16.11,1196.0,72.42,5,2.99,1.799231496687756,2.3978952727983707,10.443046395124991,2.8396631235763143,7.087573705557973,4.296196353129234,1.791759469228055,1.3837912332919333
Renault Duster,Renault,Duster,14.168889,7,61125.0,Dealer,Diesel,Manual,19.64,1461.0,108.45,5,5.5,2.719246557040977,2.0794415416798357,11.020692586561552,3.0272309110420648,7.2875606403097235,4.695467796086206,1.791759469228055,1.8718021769015913
Tata Safari,Tata,Safari,18.13,5,53000.0,Dealer,Diesel,Manual,14.1,2179.0,147.94,7,8.45,2.951257739582145,1.791759469228055,10.87806606028079,2.714694769083774,7.687080155783135,5.003543556674377,2.0794415416798357,2.2460147213220676
Maruti Ciaz,Maruti,Ciaz,11.595719,4,40000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5,8.1,2.5333570211124274,1.6094379124341003,10.596659732783579,3.370394477752483,7.130098510125578,4.4942386252808095,1.791759469228055,2.2082744554425537
Ford Figo,Ford,Figo,7.595,3,40000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5,4.16,2.1511806144243004,1.3862943611198906,10.596659732783579,2.9528247645788372,7.087573705557973,4.475061535399132,1.791759469228055,1.6409365499221742
Skoda Rapid,Skoda,Rapid,12.245,7,54000.0,Dealer,Petrol,Manual,15.0,1598.0,103.5,5,5.25,2.5836201140837223,2.0794415416798357,10.896757843893464,2.772588722239781,7.377133712833954,4.6491870714048655,1.791759469228055,1.8325814637483102
Volkswagen Polo,Volkswagen,Polo,9.49,11,45000.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5,2.65,2.3504224005891556,2.4849066497880004,10.714439990727769,2.8604850848416996,7.089243155027514,4.31748811353631,1.791759469228055,1.2947271937224634
Honda City,Honda,City,14.945,4,15000.0,Individual,Petrol,Manual,17.4,1497.0,117.6,5,11.0,2.7691452813227433,1.6094379124341003,9.61587214452889,2.9123506438828892,7.311886164077165,4.775756473697867,1.791759469228055,2.4849066497880004
Hyundai i20,Hyundai,i20,11.25,7,94343.0,Dealer,Diesel,Manual,21.9,1396.0,88.76,5,4.65,2.505525936990736,2.0794415416798357,11.454702955769806,3.131136893902127,7.242082359256962,4.497139465573745,1.791759469228055,1.731655562037541
Volkswagen Vento,Volkswagen,Vento,13.294659,6,80000.0,Individual,Diesel,Manual,20.34,1498.0,103.2,5,6.0,2.659885947272234,1.9459101490553132,11.289794413577894,3.06058325302393,7.312553498102598,4.646312100031763,1.791759469228055,1.9459101490553132
Maruti Ciaz,Maruti,Ciaz,11.595719,4,67000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5,8.31,2.5333570211124274,1.6094379124341003,11.112462823634855,3.370394477752483,7.130098510125578,4.4942386252808095,1.791759469228055,2.231089136360586
Skoda Rapid,Skoda,Rapid,12.405,6,40418.0,Dealer,Petrol,Automatic,14.3,1598.0,103.52,5,5.75,2.5956277517678323,1.9459101490553132,10.607055250423958,2.7278528408647205,7.377133712833954,4.649378408534791,1.791759469228055,1.9095425048844386
Maruti Wagon R,Maruti,Wagon R,6.3,4,51000.0,Dealer,Petrol,Automatic,20.51,998.0,67.0,5,4.5,1.9878743742824085,1.6094379124341003,10.839600519357369,3.0685179539203564,6.906754778648554,4.219507705176107,1.791759469228055,1.7047480922384253
Toyota Innova,Toyota,Innova,24.86143,2,9154.0,Dealer,Diesel,Manual,13.68,2393.0,147.8,7,21.0,3.252752639197715,1.0986122886681098,9.122055457108612,2.6864860439749103,7.780720886117918,5.002603142908116,2.0794415416798357,3.091042453358316
Maruti Ertiga,Maruti,Ertiga,10.457891,9,90000.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7,4.8,2.4386787034536006,2.302585092994046,11.407576060361786,2.8343891500408605,7.2254814727822945,4.550713967966501,2.0794415416798357,1.7578579504376943
Maruti S-Presso,Maruti,S-Presso,4.825,2,8500.0,Individual,Petrol,Manual,21.7,998.0,67.0,5,4.3,1.7621589667075812,1.0986122886681098,9.04793908261736,3.122364958097024,6.906754778648554,4.219507705176107,1.791759469228055,1.6677068565457855
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,110000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5,5.4,2.2331784796930116,1.3862943611198906,11.608244735642321,3.194583116665151,7.130098510125578,4.31748811353631,1.791759469228055,1.8562980052667872
Hyundai i20,Hyundai,i20,10.81,2,13000.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5,6.2,2.468946665739897,1.0986122886681098,9.472781556562168,2.9755295856992126,7.088408778675395,4.417152444015314,1.791759469228055,1.974080999531056
Hyundai Elantra,Hyundai,Elantra,22.305,6,49910.0,Dealer,Petrol,Automatic,14.5,1797.0,147.5,5,8.29,3.148667942919567,1.9459101490553132,10.817996698327853,2.740840023925201,7.494430215031565,5.000584958242754,1.791759469228055,2.228938548719507
Ford Ecosport,Ford,Ecosport,11.718629,6,70553.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5,6.0,2.5430677599134444,1.9459101490553132,11.16413365305147,3.165475080332623,7.312553498102598,4.509099676923515,1.791759469228055,1.9459101490553132
Maruti Alto,Maruti,Alto,4.112027,4,5914.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5,3.45,1.6315960316686866,1.6094379124341003,8.685246776412487,3.2168738527762626,6.906754778648554,4.220242773943291,1.791759469228055,1.4929041068935907
Honda Amaze,Honda,Amaze,10.425,8,80000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5,4.21,2.4358039534747857,2.1972245773362196,11.289794413577894,3.2884018590489204,7.312553498102598,4.6011621492704835,1.791759469228055,1.6505798630871513
